Admission_grade,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_grade,Status,Status_New,Course_33,Course_171,Course_8014,Course_9003,Course_9070,Course_9085,Course_9119,Course_9130,Course_9147,Course_9238,Course_9254,Course_9500,Course_9556,Course_9670,Course_9773,Course_9853,Course_9991,Gender_0,Gender_1,Daytime_evening_attendance_0,Daytime_evening_attendance_1
157.0,0,1,1,1,18,11.6,11.0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
116.4,0,0,1,0,21,11.375,13.285714285714286,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
131.0,0,0,1,0,18,12.666666666666666,13.0,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
122.1,0,0,1,0,20,12.0,12.333333333333334,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
118.8,0,0,1,0,19,12.933333333333332,13.716666666666669,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
150.0,0,0,1,0,21,11.857142857142858,10.571428571428571,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
130.0,0,0,1,0,20,12.833333333333334,13.4,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
138.8,0,0,0,0,18,11.333333333333334,13.5,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
134.5,0,0,1,0,19,12.666666666666666,14.375,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
131.4,0,0,1,0,34,12.4,13.428571428571429,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
102.5,0,1,0,0,37,0.0,10.0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
128.8,0,0,1,0,43,0.0,0.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
122.9,0,0,1,0,55,10.0,12.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
113.9,0,0,1,0,39,11.0,11.6,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
120.0,0,1,0,0,20,11.666666666666666,12.0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
121.1,0,1,1,0,18,12.75,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
120.4,0,0,1,0,22,14.8,15.8,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
100.6,1,0,1,0,22,13.928,14.342857142857142,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
121.4,0,0,0,0,20,13.0,13.8,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
109.7,0,0,1,0,29,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
134.1,0,0,1,0,24,11.5,14.333333333333334,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
127.6,0,0,1,0,18,11.666666666666666,13.2,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
132.4,0,0,1,1,22,13.516666666666666,13.771428571428572,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
133.4,0,0,1,1,21,11.5,13.285714285714286,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
126.1,0,0,1,1,19,12.333333333333334,12.833333333333334,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
113.5,0,0,1,1,24,13.666666666666666,14.166666666666666,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
121.3,0,0,1,1,19,11.833333333333334,11.833333333333334,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
121.8,0,0,1,1,20,14.0,11.0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
159.3,0,0,1,0,19,14.714285714285714,15.8,2,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
120.0,0,0,1,0,27,10.6,11.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
129.1,0,0,1,0,18,13.044444444444444,13.595,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
130.0,0,0,1,0,39,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
155.3,0,0,1,0,27,13.0,12.9,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
139.8,0,0,1,0,18,14.935,14.935,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
115.2,0,0,1,0,18,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
114.9,0,0,1,0,18,13.133333333333333,12.221428571428572,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
131.9,0,0,1,1,21,12.0,12.0,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
126.0,0,0,1,1,19,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
130.2,0,0,1,0,19,11.4,10.0,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
120.9,0,0,1,0,24,0.0,0.0,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
126.0,0,0,1,0,29,11.9,11.0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
128.2,0,0,1,1,19,0.0,0.0,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
130.0,0,0,1,0,23,12.571428571428571,12.428571428571429,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
120.1,0,1,1,0,19,11.2,10.75,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
100.0,0,0,1,0,26,12.0,10.8,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
134.0,0,0,1,0,18,0.0,0.0,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
130.8,0,0,1,0,24,11.975,13.75,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
135.8,0,0,1,0,19,0.0,0.0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
111.7,0,0,1,0,18,11.666666666666666,12.0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
132.9,0,0,1,0,18,12.333333333333334,12.333333333333334,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
115.5,0,1,1,0,18,10.333333333333334,10.857142857142858,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
106.0,0,0,1,1,21,10.5,11.0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
120.3,0,1,1,1,19,13.666666666666666,13.333333333333334,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
130.8,0,0,1,1,22,14.842857142857142,15.055555555555555,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
117.0,0,0,1,0,33,12.0,11.666666666666666,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
110.2,0,0,1,0,20,12.2,12.2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
155.7,0,0,1,0,35,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
180.4,0,1,1,0,24,12.166666666666666,13.3,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
125.5,0,0,1,0,18,12.0,11.333333333333334,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
110.0,0,0,1,0,33,11.0,11.0,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
161.0,0,0,1,1,22,13.08,13.08,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
100.0,0,0,1,1,25,10.5,11.6,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
117.6,0,0,1,0,20,10.666666666666666,11.2,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
128.7,0,0,1,0,23,14.0,13.8,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
112.2,0,1,1,0,18,10.0,0.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
100.8,0,0,1,0,24,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
105.0,0,0,0,0,21,14.0,13.5,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
100.0,0,0,1,0,26,12.0,0.0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
115.5,0,0,1,0,39,12.666666666666666,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
114.0,0,0,1,0,44,11.875,12.333333333333334,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
137.0,0,0,1,0,19,14.0,13.25,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
124.9,0,0,1,0,18,13.666666666666666,13.333333333333334,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
120.3,0,0,1,1,18,13.75,14.47777777777778,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
134.3,0,0,1,0,19,14.2,13.8,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
111.5,0,1,0,0,19,11.96,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
128.8,0,0,1,0,21,12.875,13.4,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
110.0,0,0,1,0,20,0.0,0.0,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
113.5,0,0,1,0,36,0.0,0.0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
160.0,0,0,1,0,43,14.63157894736842,14.23076923076923,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
117.4,0,0,1,0,19,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
122.2,0,1,1,0,20,13.0,12.272727272727272,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
118.2,0,0,1,0,19,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
106.7,0,0,1,0,20,14.2,13.25,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
108.2,0,0,1,0,20,13.266666666666666,12.3,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
107.0,0,0,1,0,20,11.666666666666666,13.0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
136.1,0,0,1,0,18,13.857142857142858,15.0,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
115.3,0,0,1,1,18,13.0,11.0,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
139.8,0,0,1,0,19,13.4,12.8,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
157.0,0,0,1,0,18,12.666666666666666,12.571428571428571,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
131.0,0,0,1,0,18,12.516666666666666,12.516666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
100.0,0,0,1,0,20,11.616666666666667,13.0,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
140.4,0,0,1,1,20,10.0,10.75,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
113.4,0,0,1,0,20,10.333333333333334,10.666666666666666,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
137.0,0,0,1,0,18,13.142857142857142,11.4,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
121.8,0,0,1,0,18,12.6,14.0,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
131.0,0,0,1,0,21,11.0,11.0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
118.6,0,0,1,0,19,10.8,11.25,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
122.3,0,0,1,0,19,0.0,0.0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
127.9,0,0,1,1,19,12.8,14.2,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
121.3,0,0,1,0,19,14.166666666666666,12.2,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
117.1,0,0,1,0,19,12.1,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
160.0,0,0,1,0,20,14.166666666666666,13.77777777777778,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
145.3,0,0,1,1,18,12.8,13.4,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
122.6,0,0,1,0,18,13.0,13.666666666666666,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
128.0,0,0,1,0,19,13.467142857142855,15.011111111111113,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
124.9,0,0,1,1,18,13.2375,13.742857142857144,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
123.7,0,0,1,0,18,12.333333333333334,13.0,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
120.1,0,0,1,0,19,12.4,14.6,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
131.7,0,0,1,0,19,14.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
133.2,0,0,1,0,20,11.666666666666666,11.714285714285714,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
109.3,0,1,0,1,19,12.0,12.5,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
113.0,0,0,1,0,20,12.2,11.5,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
157.9,0,1,1,1,18,14.833333333333334,14.833333333333334,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
112.1,0,0,1,1,20,13.188,12.892857142857142,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
174.7,0,0,1,0,18,17.125,17.5875,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
128.8,0,0,1,0,19,12.666666666666666,12.666666666666666,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
110.1,0,0,1,1,19,12.666666666666666,12.0,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
99.7,0,1,0,0,22,0.0,0.0,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
121.0,0,0,1,1,19,11.333333333333334,11.5,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
131.7,0,0,1,1,19,13.605,12.33125,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
119.1,0,0,1,1,19,12.0,10.8,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
124.7,0,0,1,0,19,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
117.2,0,0,1,0,20,11.2,11.666666666666666,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
128.8,0,0,1,0,18,13.375,14.166666666666666,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
131.5,0,0,1,1,20,13.863333333333337,14.178571428571429,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
121.7,0,0,1,0,18,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
123.4,0,0,1,0,19,12.4,13.4,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
124.7,0,0,1,0,18,12.333333333333334,10.833333333333334,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
132.8,0,0,1,0,18,13.333333333333334,11.8,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
108.7,0,0,1,0,21,12.666666666666666,10.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
138.1,0,0,1,0,19,12.0,11.5,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
126.5,0,0,1,1,18,10.6,11.8,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
127.4,0,0,1,1,18,12.25,11.857142857142858,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
123.6,0,0,1,0,20,11.0,11.833333333333334,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
122.0,0,0,1,1,24,11.0,12.6,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
118.2,0,0,1,0,19,13.166666666666666,13.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
123.9,0,0,1,1,18,12.855555555555554,12.761111111111113,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
125.8,0,0,1,0,18,14.91875,15.355,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
123.3,0,0,1,0,21,11.5,11.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
124.4,0,0,1,0,19,14.2,14.2,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
126.0,0,0,1,1,19,12.5,13.0,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
170.0,0,1,1,0,47,0.0,0.0,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
121.5,0,0,1,0,19,11.666666666666666,11.0,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
130.0,0,0,1,0,29,14.257142857142856,14.257142857142856,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
117.0,0,0,1,0,21,12.0,11.333333333333334,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
130.0,0,0,1,0,28,11.25,10.5,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
108.0,0,0,1,0,20,12.457142857142856,13.5625,2,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
132.3,0,0,1,0,19,11.683333333333332,11.683333333333332,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
148.0,0,0,1,0,26,11.666666666666666,12.0,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
122.6,0,1,0,0,20,11.75,13.166666666666666,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
123.0,0,0,1,1,18,11.666666666666666,13.5,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
102.5,0,0,1,0,27,13.2,12.0,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
113.3,0,0,1,0,20,11.95,11.95,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
133.0,0,0,1,0,18,12.4,10.4,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
140.0,0,0,1,0,33,14.35,14.583333333333334,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
128.3,0,0,1,0,35,12.61904761904762,12.789473684210526,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
140.0,0,0,1,1,26,12.666666666666666,13.166666666666666,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
104.0,0,1,0,0,27,12.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
122.3,0,0,0,0,19,12.166666666666666,0.0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
135.0,0,0,1,0,20,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
119.1,0,1,0,0,20,10.0,10.571428571428571,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
126.6,0,1,0,0,21,11.5,10.0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
129.0,0,0,1,1,18,13.05,13.05,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
162.3,0,0,1,0,24,11.0,0.0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
163.4,0,0,1,0,20,11.5,12.0,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
121.5,0,0,1,1,21,12.0,12.5,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
